0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Title_t, "Classical Generated Song"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 500000
1, 0, End_track
2, 0, Start_track
2, 0, Instrument_name_t, "Acoustic Grand Piano"
2, 0, Program_c, 1, 19
2, 43.2000, Note_on_c, 0, 78.0, 100 
2, 43.2000, Note_on_c, 0, 67.0, 100 
2, 103.2000, Note_on_c, 0, 78.0, 0 
2, 103.2000, Note_on_c, 0, 67.0, 0 
2, 105.6000, Note_on_c, 0, 77.0, 100 
2, 165.6000, Note_on_c, 0, 77.0, 0 
2, 168.0000, Note_on_c, 0, 82.0, 100 
2, 228.0000, Note_on_c, 0, 82.0, 0 
2, 230.4000, Note_on_c, 0, 71.0, 100 
2, 290.4000, Note_on_c, 0, 71.0, 0 
2, 292.8000, Note_on_c, 0, 76.0, 100 
2, 292.8000, Note_on_c, 0, 67.0, 100 
2, 412.8000, Note_on_c, 0, 76.0, 0 
2, 412.8000, Note_on_c, 0, 67.0, 0 
2, 412.8000, Note_on_c, 0, 66.0, 100 
2, 532.8000, Note_on_c, 0, 66.0, 0 
2, 532.8000, Note_on_c, 0, 67.0, 100 
2, 532.8000, Note_on_c, 0, 64.0, 100 
2, 652.8000, Note_on_c, 0, 67.0, 0 
2, 652.8000, Note_on_c, 0, 64.0, 0 
2, 652.8000, Note_on_c, 0, 58.0, 100 
2, 712.8000, Note_on_c, 0, 58.0, 0 
2, 715.2000, Note_on_c, 0, 66.0, 100 
2, 775.2000, Note_on_c, 0, 66.0, 0 
2, 777.6000, Note_on_c, 0, 75.0, 100 
2, 777.6000, Note_on_c, 0, 53.0, 100 
2, 837.6000, Note_on_c, 0, 75.0, 0 
2, 837.6000, Note_on_c, 0, 53.0, 0 
2, 840.0000, Note_on_c, 0, 69.0, 100 
2, 900.0000, Note_on_c, 0, 69.0, 0 
2, 902.4000, Note_on_c, 0, 76.0, 100 
2, 962.4000, Note_on_c, 0, 76.0, 0 
2, 964.8000, Note_on_c, 0, 67.0, 100 
2, 1024.8000, Note_on_c, 0, 67.0, 0 
2, 1027.2000, Note_on_c, 0, 83.0, 100 
2, 1027.2000, Note_on_c, 0, 43.0, 100 
2, 1089.6000, Note_on_c, 0, 75.0, 100 
2, 1149.6000, Note_on_c, 0, 75.0, 0 
2, 1152.0000, Note_on_c, 0, 71.0, 100 
2, 1212.0000, Note_on_c, 0, 71.0, 0 
2, 1214.4000, Note_on_c, 0, 76.0, 100 
2, 1214.4000, Note_on_c, 0, 66.0, 100 
2, 1267.2000, Note_on_c, 0, 83.0, 0 
2, 1267.2000, Note_on_c, 0, 43.0, 0 
2, 1274.4000, Note_on_c, 0, 76.0, 0 
2, 1276.8000, Note_on_c, 0, 67.0, 100 
2, 1334.4000, Note_on_c, 0, 66.0, 0 
2, 1336.8000, Note_on_c, 0, 67.0, 0 
2, 1339.2000, Note_on_c, 0, 77.0, 100 
2, 1399.2000, Note_on_c, 0, 77.0, 0 
2, 1401.6000, Note_on_c, 0, 78.0, 100 
2, 1461.6000, Note_on_c, 0, 78.0, 0 
2, 1464.0000, Note_on_c, 0, 89.0, 100 
2, 1524.0000, Note_on_c, 0, 89.0, 0 
2, 1526.4000, Note_on_c, 0, 83.0, 100 
2, 1646.4000, Note_on_c, 0, 83.0, 0 
2, 1646.4000, Note_on_c, 0, 76.0, 100 
2, 1646.4000, Note_on_c, 0, 51.0, 100 
2, 1658.4000, Note_on_c, 0, 51.0, 0 
2, 1708.8000, Note_on_c, 0, 78.0, 100 
2, 1710.9600, Note_on_c, 0, 76.0, 0 
2, 1768.8000, Note_on_c, 0, 78.0, 0 
2, 1771.2000, Note_on_c, 0, 74.0, 100 
2, 1831.2000, Note_on_c, 0, 74.0, 0 
2, 1833.6000, Note_on_c, 0, 76.0, 100 
2, 1833.6000, Note_on_c, 0, 66.0, 100 
2, 1833.6000, Note_on_c, 0, 52.0, 100 
2, 1893.6000, Note_on_c, 0, 76.0, 0 
2, 1896.0000, Note_on_c, 0, 66.0, 100 
2, 1953.6000, Note_on_c, 0, 52.0, 0 
2, 1956.0000, Note_on_c, 0, 66.0, 0 
2, 1958.4000, Note_on_c, 0, 74.0, 100 
2, 1958.4000, Note_on_c, 0, 62.0, 100 
2, 2073.6000, Note_on_c, 0, 66.0, 0 
2, 2078.4000, Note_on_c, 0, 62.0, 0 
2, 2078.4000, Note_on_c, 0, 79.0, 100 
2, 2198.4000, Note_on_c, 0, 74.0, 0 
2, 2198.4000, Note_on_c, 0, 79.0, 0 
2, 2198.4000, Note_on_c, 0, 76.0, 100 
2, 2198.4000, Note_on_c, 0, 49.0, 100 
2, 2318.4000, Note_on_c, 0, 76.0, 0 
2, 2318.4000, Note_on_c, 0, 79.0, 100 
2, 2438.4000, Note_on_c, 0, 49.0, 0 
2, 2438.4000, Note_on_c, 0, 79.0, 0 
2, 2438.4000, Note_on_c, 0, 78.0, 100 
2, 2438.4000, Note_on_c, 0, 86.0, 100 
2, 2438.4000, Note_on_c, 0, 80.0, 100 
2, 2558.4000, Note_on_c, 0, 78.0, 0 
2, 2558.4000, Note_on_c, 0, 71.0, 100 
2, 2678.4000, Note_on_c, 0, 71.0, 0 
2, 2678.4000, Note_on_c, 0, 79.0, 100 
2, 2678.4000, Note_on_c, 0, 62.0, 100 
2, 2918.4000, Note_on_c, 0, 86.0, 0 
2, 2918.4000, Note_on_c, 0, 79.0, 0 
2, 2918.4000, Note_on_c, 0, 62.0, 0 
2, 2918.4000, Note_on_c, 0, 73.0, 100 
2, 3158.4000, Note_on_c, 0, 73.0, 0 
2, 3158.4000, Note_on_c, 0, 79.0, 100 
2, 3384.0000, Note_on_c, 0, 79.0, 100 
2, 3384.0000, Note_on_c, 0, 51.0, 100 
2, 3398.4000, Note_on_c, 0, 79.0, 0 
2, 3444.0000, Note_on_c, 0, 79.0, 0 
